name,profession,Sun_lon,Sun_sign,Moon_lon,Moon_sign,Mercury_lon,Mercury_sign,Venus_lon,Venus_sign,Mars_lon,Mars_sign,Jupiter_lon,Jupiter_sign,Saturn_lon,Saturn_sign,kmeans_cluster,hier_cluster,kmeans_prof_cluster,PC1,PC2
Ingrid Bergman,entertainer,154.71407405321767,5,26.064059897211017,0,168.15444193840005,5,150.74318605101885,5,96.27143530125667,3,355.9666247772726,11,103.24053962140499,3,0,0,1,-0.5538928799157177,1.3068935871151581
Bette Davis,entertainer,15.66986059711565,0,74.16468537401477,2,349.74072486275253,11,60.0026283765267,2,59.130172189434795,1,123.6273092185225,4,2.139326190696582,0,0,0,6,-1.1577352147796074,-0.3280105303904531
Clark Gable,entertainer,311.6979234066807,10,102.61848273144753,3,318.96811016552704,10,289.6307833774618,9,160.1915393577831,5,272.6814316184205,9,281.2697514799653,9,1,0,1,2.086440117813619,-0.13324426465107111
John Wayne,entertainer,64.11951120609157,2,229.39867636299175,7,66.8005188342278,2,34.68515210021768,1,288.320481883478,9,101.62945514986522,3,355.8602655777195,11,0,1,0,-1.693235225397264,-0.2649476450045528
James Stewart,entertainer,59.2802242504205,1,299.26209155632154,9,74.03311982415919,2,102.04692305586987,3,88.79946837400833,2,127.34350079174162,4,7.073909525489836,0,0,1,6,-1.9957802660130748,0.0896885592284652
Spencer Tracy,entertainer,15.251017545437865,0,89.31374978203142,2,356.7656035000253,11,59.25851713742527,1,357.9257575770092,11,250.75273322603246,8,274.97405336929154,9,0,0,1,-0.0612305487363754,1.1307859832313043
Robert De Niro,entertainer,143.34551751563183,4,341.8384714264525,11,167.91866743983064,5,170.51238096552547,5,56.031016213509666,1,130.35802583300193,4,84.14805475830322,2,0,1,6,-0.6651579429289466,-0.635701836938314
Al Pacino,entertainer,35.0812846859093,1,258.8246508127957,8,11.069465295211968,0,80.45217052293886,2,75.59443478515666,2,25.100462071063586,0,34.46756823771028,1,0,1,6,-2.7353758583532337,-0.6659367364406038
Jack Nicholson,entertainer,31.936955396786747,1,177.00434190076885,5,51.51512386493467,1,24.84929093958798,0,245.14717496606906,8,296.4907440552462,9,359.69450711875476,11,0,1,4,-1.938590355732976,1.0038327086327803
Dustin Hoffman,entertainer,135.70708569881754,4,163.67013232072088,5,161.26416735415467,5,94.34447616788374,3,239.9063586290782,7,289.4814911347412,9,4.714691405949472,0,0,1,7,-0.6700660899328101,1.9193598916270664
Meryl Streep,entertainer,90.55815335259574,3,42.36034479227498,1,70.20459207552013,2,108.2160471178468,3,68.71454522771258,2,300.54683688430896,10,151.5553547569306,5,0,1,4,-1.749338028593315,0.8184423427762242
Tom Hanks,entertainer,107.19846520057689,3,125.4416500796878,4,95.20457194819264,3,82.88503602564501,2,347.22958768726903,11,150.30715734240016,5,236.52514172239475,7,0,1,7,-1.004873997354011,0.774690820895277
Denzel Washington,entertainer,276.22582003501066,9,312.6710775330051,10,277.95955281255516,9,233.3325454235617,7,347.2959433524746,11,117.27466770556163,3,228.02235629787168,7,1,0,5,1.7809909530452488,-0.07393236699664486
Morgan Freeman,entertainer,70.11707655341019,2,325.6882279015608,10,47.536353564684276,1,27.796905358546624,0,234.12289383272898,7,296.8921955084486,9,3.400736889297516,0,0,1,7,-1.897308390712679,2.1454951445687542
Harrison Ford,entertainer,110.43801085090111,3,110.26869990358053,3,90.90057707450195,3,78.35896306711356,2,138.19021239130092,4,97.51416268285377,3,68.1151235222042,2,0,1,6,-1.7270750209826553,-0.0648352230043494
Leonardo DiCaprio,entertainer,228.3274971153772,7,191.05819375299558,6,209.3976758680447,6,229.4735248403279,7,219.36567393987957,7,338.08525167726975,11,108.80532223470969,3,1,0,1,0.8750588634975045,1.5292964693087068
Brad Pitt,entertainer,265.6073325009538,8,289.7694729218224,9,285.8498056420538,9,293.15983359491383,9,279.83461588191955,9,9.822974745875737,0,319.1221127185542,10,1,0,2,1.8277768210687997,-1.559640689727742
George Clooney,entertainer,45.34738643358142,1,295.0170728129058,9,50.30204156666361,1,13.038332854915794,0,120.0376221260389,4,306.5479974129958,10,299.84475916139985,9,0,1,0,-2.190036237048197,0.5774231436950109
Johnny Depp,entertainer,77.80879241227399,2,280.6836311153853,9,55.109002651531235,1,55.792915577574114,1,153.0919485888723,5,13.936813076194367,0,323.0820317999187,10,0,1,0,-1.9912071166413567,-1.5190236675526632
Tom Cruise,entertainer,101.19528184287984,3,120.6185605405391,4,79.70866108277836,2,139.23901608519782,4,56.07646625794751,1,342.6874373344954,11,310.02160622657186,10,0,0,4,-1.3132698921045083,0.39441732045835387
Will Smith,entertainer,182.87303316009127,6,228.7290463019629,7,208.40919320752207,6,209.03022883095213,6,152.59234083089834,5,170.03007200114163,5,23.581893481894365,0,1,0,6,0.13809802388931583,0.3124532354884633
Samuel L. Jackson,entertainer,269.55214672974023,8,156.95855946072868,5,274.45515224832246,9,241.47803986286098,8,288.8793642226351,9,277.94461964481314,9,156.18643142799797,5,1,0,1,1.6414908111467224,1.1446785797365917
Anthony Hopkins,entertainer,279.412122343605,9,265.4298756458185,8,276.1325839658992,9,271.1163949966705,9,337.38772096504664,11,302.52381510438613,10,359.1282705716502,11,1,0,5,2.2048819974201885,0.7458831592727017
Daniel Day-Lewis,entertainer,38.89801128804599,1,33.027102718607615,1,48.65072300011561,1,42.792976665889114,1,86.77243672028591,2,172.41537921169797,5,253.26237747788687,8,0,1,4,-2.513606239455329,-0.26779498626281734
Christian Bale,entertainer,310.22244889602035,10,30.170906169824903,1,324.4628643167795,10,299.6420445850756,9,45.33149786354753,1,321.18204170646993,10,88.52255413759325,2,1,0,1,1.7509405561026767,0.3558631095758333
Heath Ledger,entertainer,13.900161086731185,0,102.30029269544535,3,356.130840110696,11,337.32230821637984,11,357.8360943759474,11,119.14210115252561,3,158.12692783780653,5,1,0,2,1.104939052469092,0.463506110094547
Joaquin Phoenix,entertainer,214.68669162052217,7,4.549033856003487,0,208.2584572370914,6,212.39163388701064,7,210.13809427940865,7,338.0485359677068,11,108.89917913629141,3,1,0,1,0.5624684716997485,1.6028042454756024
Keanu Reeves,entertainer,159.77379466267843,5,107.52387051942338,3,159.88190877098356,5,113.98281965271823,3,111.86355265166982,3,55.86762397666466,1,331.0331997236319,11,0,1,4,-0.8300352845497672,-1.6485572671820583
Nicolas Cage,entertainer,285.93971208026,9,202.21001030558492,6,279.7867447139705,9,317.84618715246074,10,295.2862078221907,9,11.342237051953001,0,321.0617646057051,10,1,0,2,2.0151045639428173,-1.4532024494477997
Matt Damon,entertainer,194.93174054007832,6,290.6335831999934,9,181.4823571878928,6,232.60902922160614,7,172.50193187822575,5,219.6309651400231,7,51.623376330463074,1,1,0,6,0.33559764713712753,0.6600290225861712
Ben Affleck,entertainer,142.3756813752789,4,211.27906953984908,7,130.92762061535623,4,97.21172572385045,3,150.05038747923214,5,268.6508164995635,8,78.54677280606856,2,0,1,7,-0.9498422782568425,1.0437445784682553
Julia Roberts,entertainer,213.88623857441684,7,142.5070894667807,4,224.04275292440965,7,167.91521427494416,5,273.6203776729538,9,151.34438577987322,5,7.155525094940345,0,1,0,6,0.40516348819534653,0.8743712232412295
Nicole Kidman,entertainer,88.60370626653707,2,247.74624164411634,8,110.76935096428078,3,133.97901964674315,4,198.71466935096294,6,125.09172486815301,4,11.467885485951982,0,0,1,6,-1.231374970709367,0.5514084277200916
Cate Blanchett,entertainer,53.50343973900913,1,32.367676758670534,1,71.57342459812357,2,14.29375089417308,0,254.95096903985262,8,176.2223551452785,5,31.80892481995706,1,0,1,7,-2.174697313586179,1.4113746988702576
Jennifer Lawrence,entertainer,142.40538329942714,4,76.81989881348355,2,169.4001885274715,5,121.92890127275682,4,51.38516293097314,1,119.39931735256525,3,289.86167218825545,9,0,1,4,-0.9647089294314866,-1.3346073767773967
Scarlett Johansson,entertainer,240.1610271093864,8,231.15265616098944,7,261.5259398562299,8,279.96775189915707,9,304.907348851379,10,282.7568904776291,9,230.3838807464267,7,1,0,5,1.7397705800111642,0.9845002225616012
Natalie Portman,entertainer,78.55277893144093,2,168.76611925521414,5,95.20964832960786,3,95.17574076754498,3,63.04639455570724,2,180.68816807898156,6,183.0126521092476,6,0,1,4,-1.7813755087639112,-0.2853278235891518
Angelina Jolie,entertainer,73.14275252193045,2,9.562331499604152,0,82.44157921236828,2,117.85199977813463,3,10.490696615109934,0,17.37096134933142,0,107.35339459105917,3,0,1,4,-2.2263207886112846,-1.3701500926118828
Sandra Bullock,entertainer,123.15770396689447,4,319.88119864234784,10,148.18504308219582,4,84.01791460234874,2,86.88120256322946,2,52.202700016889466,1,333.7452308249601,11,0,1,0,-1.1739046662212775,-1.8546681906538918
Charlize Theron,entertainer,134.3709383657318,4,134.39691507248128,4,140.92695726802086,4,161.6815810480169,5,55.36897668014704,1,24.615631796169595,0,115.43777454128913,3,0,1,6,-1.1369473413242368,-1.3578216983441194
Emma Stone,entertainer,224.29665181575766,7,189.4016793282476,6,209.80807968902448,6,189.10670558362963,6,0.4335241076609463,0,63.240441902424074,2,269.42746033779207,8,1,0,3,-0.07386766180645474,-2.1753046373830354
Anne Hathaway,entertainer,229.97252741221223,7,195.44813674538716,6,225.79076498084407,7,232.134609838649,7,278.81631476710845,9,230.6746298967072,7,208.1401218999776,6,1,0,5,1.089548494840563,0.6611463149214635
Reese Witherspoon,entertainer,2.033661751872908,0,268.99580216394247,8,352.25606122691977,11,339.2494177030969,11,91.77209060316841,3,29.11112759929685,0,116.05176707674943,3,1,0,6,0.35474802870261807,-1.4910374717159371
Kate Winslet,entertainer,191.43177468405457,6,193.7211580876892,6,200.23007345792152,6,150.5809569731111,5,86.28861816275464,2,20.76873143340681,0,121.49395461417171,4,0,0,6,-0.43063000664154205,-1.4273426818187018
Gwyneth Paltrow,entertainer,184.69015297571184,6,67.36465941668146,2,190.9234648680257,6,141.3570697789677,4,177.90602665636396,5,270.18896497518097,9,80.57543917164342,2,0,0,1,-0.18441988477006463,1.1063583960780108
Cameron Diaz,entertainer,156.82895471783866,5,48.079268050357825,1,139.55306544821647,4,111.04425870238248,3,159.58766216123868,5,268.523749423027,8,79.58942108673844,2,0,0,7,-0.8350106400867439,1.1384257572054164
Halle Berry,entertainer,140.95778305136466,4,108.99260693250832,3,122.54553822305174,4,118.37740266208708,3,112.59447197533252,3,111.82881990516844,3,358.7724890421569,11,0,1,4,-1.038853621695332,-1.2633686707980578
Viola Davis,entertainer,138.5924508344603,4,309.30958753398943,10,146.22284205473755,4,170.3562688530617,5,204.39137172802054,6,84.40139420676293,2,345.7060828377112,11,0,0,0,-0.3423451592457348,-1.1022692616853274
Amy Adams,entertainer,147.0903350964288,4,185.01463471714055,6,150.23993498042154,5,126.7274653637191,4,165.07325599964378,5,344.9744849684455,11,104.58261387542608,3,0,0,7,-0.5517663303715131,1.54507578404629
Margot Robbie,entertainer,100.35283579382414,3,218.93074449702067,7,100.07979733850021,3,68.88724093582748,2,23.067921670443177,0,109.63696968718182,3,292.91437323901204,9,0,1,0,-1.8320764630355695,-1.458294620003437
Gal Gadot,entertainer,40.08446251714906,1,159.77651577029852,5,13.362571749145847,0,6.572156004482056,0,62.85781066012733,2,315.0444760836795,10,235.95053534008946,7,0,1,4,-2.7184076448552537,0.7146741010305204
Elvis Presley,entertainer,286.9773731004239,9,328.3330199847388,10,291.8935202466895,9,299.0511443868621,9,192.72958045427006,6,228.0297593167845,7,325.71689409940603,10,1,0,5,2.055809996811454,-0.5055682606365703
Michael Jackson,entertainer,155.4591650805372,5,336.2432279829869,11,145.75036346828824,4,136.20135994929765,4,51.71649987718451,1,208.41858734421425,6,259.11844096181227,8,0,1,0,-0.7062650394555781,-0.6914298925862516
John Lennon,entertainer,196.30907917042737,6,304.06836853332015,10,218.61319317945112,7,153.26265079447197,5,182.68938060580734,6,43.687211443661425,1,43.21232402635669,1,1,1,6,-0.005653663067250438,-0.5646960374764234
Paul McCartney,entertainer,86.68853579740173,2,138.45414552420638,4,78.32801438519974,2,49.08969222517465,1,122.7316542128148,4,91.85190470196513,3,65.21888557673576,2,0,1,6,-2.1029750756650114,-0.13135794749749347
Mick Jagger,entertainer,122.24575804398597,4,55.014394529806175,1,131.074327967218,4,163.61931381481318,5,42.261808771224295,1,125.50263269206171,4,81.97037653516598,2,0,1,6,-1.248995266362686,-0.5002600021576047
David Bowie,entertainer,287.2455397133652,9,123.8312835609698,4,278.19080504553864,9,242.1483133063865,8,286.729317111323,9,231.62426063448268,7,126.86156116331641,4,1,0,1,1.6690249540010038,0.8968085401984893
Freddie Mercury,entertainer,162.03041011597023,5,269.3084062217411,8,152.90765474587113,5,208.22715631175288,6,197.06163324124608,6,206.07155681158568,6,124.07877959108986,4,0,1,6,-0.0473816152209095,0.5261299873863685
Prince,entertainer,76.47797455712772,2,329.4316837335315,10,63.67894565940655,2,37.592201323584426,1,0.3557388066681713,0,201.94850685873666,6,262.8773953725073,8,0,1,0,-2.2282708726904015,-0.7544062850437269
Madonna,entertainer,142.9127117006623,4,158.494707920531,5,155.7795132022069,5,120.28488609938638,4,45.275660373790295,1,206.3659548293928,6,259.1443248116245,8,0,0,4,-0.934924258546813,-0.6419027887775284
Whitney Houston,entertainer,136.5371564115,4,14.711011500571109,0,160.01177295039741,5,130.99761262823878,4,188.39495841970702,6,19.482482585333646,0,320.0107760958313,10,0,0,4,-0.792077697471187,-1.4096453953924069
Beyonce,entertainer,161.77752430088907,5,228.42461331808838,7,182.23482952433463,6,199.97724771585393,6,121.48585647790368,4,192.34702903994494,6,189.0276518144767,6,0,1,6,-0.11340284389344008,-0.22672281998095503
Lady Gaga,entertainer,7.424883707835079,0,218.41390378793562,7,348.1109810284876,11,23.90592185204757,0,270.128838113117,9,338.3966611059172,11,249.6359237319906,8,0,0,7,-0.38538092914668026,1.3758473642922084
Taylor Swift,entertainer,261.3178783777963,8,90.4768418138798,3,278.5356993562375,9,301.8052640831151,10,236.63717676325524,7,97.6983922445172,3,283.4357671108474,9,1,0,2,1.6389706230128809,-0.8979304727325617
Adele,entertainer,44.83878939572445,1,263.7775792477858,8,60.56545986009722,2,85.25338463389758,2,318.8236809236186,10,43.19438423369117,1,272.08969410681766,9,0,1,0,-1.6030828042953054,-0.23553773910829248
Ed Sheeran,entertainer,328.31920687513616,10,1.5589790645896868,0,318.53894890188025,10,353.97650468684725,11,68.7844094264273,2,126.10292917508907,4,301.21170476177406,10,1,0,3,2.063585978350701,-1.7433955656441826
Bruno Mars,entertainer,195.14775153361566,6,120.23843335383242,4,206.39620164831118,6,170.0600044441015,5,167.9717834870859,5,307.1651288403066,10,235.58117909356764,7,1,0,1,0.25429281168153106,0.6766771647685322
Rihanna,entertainer,330.93507356359646,11,8.697777693368774,0,313.3523332180982,10,12.742192541424151,0,268.61338091622474,8,26.604205596678657,0,270.51351351839475,9,1,0,2,0.7217790651397638,-1.1469832244873759
Katy Perry,entertainer,212.08536848152278,7,223.6329937179546,7,221.53498785530596,7,246.19453953208085,8,284.20365475564813,9,277.76818268193426,9,227.05446922514156,7,1,0,5,1.130177053699626,0.9662311161047556
Ariana Grande,entertainer,95.25854610934937,3,184.45373707929286,6,117.38663608273583,3,50.30960383614287,1,152.0613828421731,5,185.7314350470132,6,330.1020696703313,11,0,1,4,-1.4562012449419772,-0.36525205401427974
Billie Eilish,entertainer,266.61154393947334,8,308.5848629442969,10,274.1928261791563,9,260.1457254117971,8,336.9841288279739,11,102.45637316523164,3,70.2826918023758,2,1,0,5,1.691759057751966,0.34959681589805247
Bob Dylan,entertainer,63.27274272966958,2,48.54309532813289,1,82.63509375134879,2,72.6784019216825,2,335.8137956916111,11,59.61023869115284,1,50.04848878597143,1,0,1,7,-1.6691465550371816,0.8525211813323358
Bruce Springsteen,entertainer,180.56073899837634,6,200.90733133234832,6,198.67719049602474,6,220.86425201520913,7,130.41601409964863,4,292.3799627494005,9,162.26064795768818,5,1,0,1,0.27897507934300164,0.603930278965466
