vix,conjunctions,squares,oppositions,trines,sextiles,hard_aspects,soft_aspects
11.539999961853000,0,2,1,1,1,3,2
11.770000457763700,0,2,1,1,1,3,2
11.069999694824200,0,2,1,1,1,3,2
10.8100004196167,0,2,1,1,1,3,2
10.630000114440900,0,2,1,1,1,3,2
10.579999923706100,0,2,1,1,1,3,2
11.880000114440900,0,2,1,1,1,3,2
11.989999771118200,0,2,1,1,1,3,2
11.8100004196167,0,2,1,1,1,3,2
11.930000305175800,0,2,1,1,1,3,2
10.970000267028800,0,2,1,1,1,3,2
11.369999885559100,0,2,1,1,1,3,2
11.289999961853000,0,2,1,1,1,3,2
